TaskType, TaskCodeSize, TaskDataSize,BandWidth,TaskType.1, TaskCodeSize.1, TaskDataSize.1,BandWidth.1,TaskType.2, TaskCodeSize.2, TaskDataSize.2,BandWidth.2,TaskType.3, TaskCodeSize.3, TaskDataSize.3,BandWidth.3,TaskType.4, TaskCodeSize.4, TaskDataSize.4,BandWidth.4,TaskType.5, TaskCodeSize.5, TaskDataSize.5,BandWidth.5,TaskType.6, TaskCodeSize.6, TaskDataSize.6,BandWidth.6,TaskType.7, TaskCodeSize.7, TaskDataSize.7,BandWidth.7,TaskType.8, TaskCodeSize.8, TaskDataSize.8,BandWidth.8,TaskType.9, TaskCodeSize.9, TaskDataSize.9,BandWidth.9,TaskType.10, TaskCodeSize.10, TaskDataSize.10,BandWidth.10,TaskType.11, TaskCodeSize.11, TaskDataSize.11,BandWidth.11,TaskType.12, TaskCodeSize.12, TaskDataSize.12,BandWidth.12,TaskType.13, TaskCodeSize.13, TaskDataSize.13,BandWidth.13,TaskType.14, TaskCodeSize.14, TaskDataSize.14,BandWidth.14,TaskType.15, TaskCodeSize.15, TaskDataSize.15,BandWidth.15,TaskType.16, TaskCodeSize.16, TaskDataSize.16,BandWidth.16,TaskType.17, TaskCodeSize.17, TaskDataSize.17,BandWidth.17,TaskType.18, TaskCodeSize.18, TaskDataSize.18,BandWidth.18,TaskType.19, TaskCodeSize.19, TaskDataSize.19,BandWidth.19,TaskType.20, TaskCodeSize.20, TaskDataSize.20,BandWidth.20,TaskType.21, TaskCodeSize.21, TaskDataSize.21,BandWidth.21,TaskType.22, TaskCodeSize.22, TaskDataSize.22,BandWidth.22,TaskType.23, TaskCodeSize.23, TaskDataSize.23,BandWidth.23,TaskType.24, TaskCodeSize.24, TaskDataSize.24,BandWidth.24,TaskType.25, TaskCodeSize.25, TaskDataSize.25,BandWidth.25,TaskType.26, TaskCodeSize.26, TaskDataSize.26,BandWidth.26,TaskType.27, TaskCodeSize.27, TaskDataSize.27,BandWidth.27,TaskType.28, TaskCodeSize.28, TaskDataSize.28,BandWidth.28,TaskType.29, TaskCodeSize.29, TaskDataSize.29,BandWidth.29,TaskType.30, TaskCodeSize.30, TaskDataSize.30,BandWidth.30,TaskType.31, TaskCodeSize.31, TaskDataSize.31,BandWidth.31,TaskType.32, TaskCodeSize.32, TaskDataSize.32,BandWidth.32,TaskType.33, TaskCodeSize.33, TaskDataSize.33,BandWidth.33,TaskType.34, TaskCodeSize.34, TaskDataSize.34,BandWidth.34,TaskType.35, TaskCodeSize.35, TaskDataSize.35,BandWidth.35,TaskType.36, TaskCodeSize.36, TaskDataSize.36,BandWidth.36,TaskType.37, TaskCodeSize.37, TaskDataSize.37,BandWidth.37,TaskType.38, TaskCodeSize.38, TaskDataSize.38,BandWidth.38,TaskType.39, TaskCodeSize.39, TaskDataSize.39,BandWidth.39,TaskType.40, TaskCodeSize.40, TaskDataSize.40,BandWidth.40,TaskType.41, TaskCodeSize.41, TaskDataSize.41,BandWidth.41,TaskType.42, TaskCodeSize.42, TaskDataSize.42,BandWidth.42,TaskType.43, TaskCodeSize.43, TaskDataSize.43,BandWidth.43,TaskType.44, TaskCodeSize.44, TaskDataSize.44,BandWidth.44,TaskType.45, TaskCodeSize.45, TaskDataSize.45,BandWidth.45,TaskType.46, TaskCodeSize.46, TaskDataSize.46,BandWidth.46,TaskType.47, TaskCodeSize.47, TaskDataSize.47,BandWidth.47,TaskType.48, TaskCodeSize.48, TaskDataSize.48,BandWidth.48,TaskType.49, TaskCodeSize.49, TaskDataSize.49,BandWidth.49,TaskType.50, TaskCodeSize.50, TaskDataSize.50,BandWidth.50,TaskType.51, TaskCodeSize.51, TaskDataSize.51,BandWidth.51,TaskType.52, TaskCodeSize.52, TaskDataSize.52,BandWidth.52,TaskType.53, TaskCodeSize.53, TaskDataSize.53,BandWidth.53,TaskType.54, TaskCodeSize.54, TaskDataSize.54,BandWidth.54,TaskType.55, TaskCodeSize.55, TaskDataSize.55,BandWidth.55,TaskType.56, TaskCodeSize.56, TaskDataSize.56,BandWidth.56,TaskType.57, TaskCodeSize.57, TaskDataSize.57,BandWidth.57,TaskType.58, TaskCodeSize.58, TaskDataSize.58,BandWidth.58,TaskType.59, TaskCodeSize.59, TaskDataSize.59,BandWidth.59,TaskType.60, TaskCodeSize.60, TaskDataSize.60,BandWidth.60,TaskType.61, TaskCodeSize.61, TaskDataSize.61,BandWidth.61,TaskType.62, TaskCodeSize.62, TaskDataSize.62,BandWidth.62,TaskType.63, TaskCodeSize.63, TaskDataSize.63,BandWidth.63,TaskType.64, TaskCodeSize.64, TaskDataSize.64,BandWidth.64,TaskType.65, TaskCodeSize.65, TaskDataSize.65,BandWidth.65,TaskType.66, TaskCodeSize.66, TaskDataSize.66,BandWidth.66,TaskType.67, TaskCodeSize.67, TaskDataSize.67,BandWidth.67,TaskType.68, TaskCodeSize.68, TaskDataSize.68,BandWidth.68,TaskType.69, TaskCodeSize.69, TaskDataSize.69,BandWidth.69,TaskType.70, TaskCodeSize.70, TaskDataSize.70,BandWidth.70,TaskType.71, TaskCodeSize.71, TaskDataSize.71,BandWidth.71,TaskType.72, TaskCodeSize.72, TaskDataSize.72,BandWidth.72,TaskType.73, TaskCodeSize.73, TaskDataSize.73,BandWidth.73,TaskType.74, TaskCodeSize.74, TaskDataSize.74,BandWidth.74,TaskType.75, TaskCodeSize.75, TaskDataSize.75,BandWidth.75,TaskType.76, TaskCodeSize.76, TaskDataSize.76,BandWidth.76,TaskType.77, TaskCodeSize.77, TaskDataSize.77,BandWidth.77,TaskType.78, TaskCodeSize.78, TaskDataSize.78,BandWidth.78,TaskType.79, TaskCodeSize.79, TaskDataSize.79,BandWidth.79,TaskType.80, TaskCodeSize.80, TaskDataSize.80,BandWidth.80,TaskType.81, TaskCodeSize.81, TaskDataSize.81,BandWidth.81,TaskType.82, TaskCodeSize.82, TaskDataSize.82,BandWidth.82,TaskType.83, TaskCodeSize.83, TaskDataSize.83,BandWidth.83,TaskType.84, TaskCodeSize.84, TaskDataSize.84,BandWidth.84, Resource_Id, Resource_Id.1, Resource_Id.2, Resource_Id.3, Resource_Id.4, Resource_Id.5, Resource_Id.6, Resource_Id.7, Resource_Id.8, Resource_Id.9, Resource_Id.10, Resource_Id.11, Resource_Id.12, Resource_Id.13, Resource_Id.14, Resource_Id.15, Resource_Id.16, Resource_Id.17, Resource_Id.18, Resource_Id.19, Resource_Id.20, Resource_Id.21, Resource_Id.22, Resource_Id.23, Resource_Id.24, Resource_Id.25, Resource_Id.26, Resource_Id.27, Resource_Id.28, Resource_Id.29, Resource_Id.30, Resource_Id.31, Resource_Id.32, Resource_Id.33, Resource_Id.34, Resource_Id.35, Resource_Id.36, Resource_Id.37, Resource_Id.38, Resource_Id.39, Resource_Id.40, Resource_Id.41, Resource_Id.42, Resource_Id.43, Resource_Id.44, Resource_Id.45, Resource_Id.46, Resource_Id.47, Resource_Id.48, Resource_Id.49, Resource_Id.50, Resource_Id.51, Resource_Id.52, Resource_Id.53, Resource_Id.54, Resource_Id.55, Resource_Id.56, Resource_Id.57, Resource_Id.58, Resource_Id.59, Resource_Id.60, Resource_Id.61, Resource_Id.62, Resource_Id.63, Resource_Id.64, Resource_Id.65, Resource_Id.66, Resource_Id.67, Resource_Id.68, Resource_Id.69, Resource_Id.70, Resource_Id.71, Resource_Id.72, Resource_Id.73, Resource_Id.74, Resource_Id.75, Resource_Id.76, Resource_Id.77, Resource_Id.78, Resource_Id.79, Resource_Id.80, Resource_Id.81, Resource_Id.82, Resource_Id.83, Resource_Id.84,Unnamed: 425
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,2,6,10,500,2,9,15,2000,1,7,12,1000,3,7,12,1000,3,8,14,1500,3,6,10,500,1,6,10,500,1,9,15,2000,1,8,14,1500,1,6,10,500,3,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,1,5,5,2,3,1,1,1,2,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,1,6,10,500,1,9,15,2000,3,7,12,1000,1,7,12,1000,3,8,14,1500,1,6,10,500,1,6,10,500,1,9,15,2000,2,8,14,1500,2,6,10,500,1,7,12,1000,1,7,12,1000,3,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,3,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,3,3,5,1,5,1,1,1,4,4,1,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,3,9,15,2000,1,7,12,1000,2,7,12,1000,1,8,14,1500,2,6,10,500,3,6,10,500,1,9,15,2000,1,8,14,1500,3,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,4,1,4,2,3,1,2,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,2,6,10,500,2,9,15,2000,1,7,12,1000,3,7,12,1000,1,8,14,1500,3,6,10,500,1,6,10,500,3,9,15,2000,3,8,14,1500,1,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,1,2,1,5,1,2,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,1,9,15,2000,3,7,12,1000,2,7,12,1000,3,8,14,1500,1,6,10,500,1,6,10,500,1,9,15,2000,3,8,14,1500,1,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,2,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,5,4,2,1,3,1,2,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,2,9,15,2000,2,7,12,1000,1,7,12,1000,3,8,14,1500,1,6,10,500,1,6,10,500,1,9,15,2000,3,8,14,1500,1,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,3,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,1,5,1,3,1,2,3,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,2,9,15,2000,2,7,12,1000,3,7,12,1000,3,8,14,1500,1,6,10,500,1,6,10,500,1,9,15,2000,1,8,14,1500,3,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,4,4,2,5,1,3,1,1,2,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,3,9,15,2000,3,7,12,1000,3,7,12,1000,1,8,14,1500,2,6,10,500,1,6,10,500,1,9,15,2000,1,8,14,1500,1,6,10,500,2,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,2,5,5,3,4,3,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,3,9,15,2000,1,7,12,1000,3,7,12,1000,1,8,14,1500,3,6,10,500,1,6,10,500,1,9,15,2000,1,8,14,1500,1,6,10,500,1,7,12,1000,2,7,12,1000,1,8,14,1500,2,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,1,2,1,2,1,1,1,3,1,4,1,4,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,1,9,15,2000,1,7,12,1000,2,7,12,1000,2,8,14,1500,1,6,10,500,1,6,10,500,3,9,15,2000,3,8,14,1500,3,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,1,4,4,1,1,2,5,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,1,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,2,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,4,0,0,3,8,14,1500,3,6,10,500,1,9,15,2000,3,7,12,1000,3,7,12,1000,2,8,14,1500,1,6,10,500,3,6,10,500,2,9,15,2000,1,8,14,1500,1,6,10,500,1,7,12,1000,1,7,12,1000,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,8,14,1500,1,7,12,1000,1,9,15,2000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,7,12,1000,1,8,14,1500,1,1,12,1000,1,0,10,500,1,3,15,2000,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,0,10,500,1,0,10,500,1,3,15,2000,1,1,12,1000,1,0,10,500,1,2,14,1500,1,2,14,1500,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,1,12,1000,1,2,14,1500,1,3,15,2000,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,2,14,1500,1,1,12,1000,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,3,5,2,4,1,2,4,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
