TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize,TaskType, TaskCodeSize, TaskDataSize, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id, Resource_Id,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,5,3,1,2,3,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,4,4,2,5,2,1,5,1,1,1,1,1,1,3,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,2,1,4,1,1,4,5,5,1,1,1,1,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,2,2,5,1,1,1,1,1,3,4,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,5,4,3,2,1,1,4,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,2,5,4,2,3,4,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,4,2,5,5,1,4,1,1,3,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,3,1,4,2,4,1,1,2,1,1,1,1,5,1,1,5,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,3,5,5,1,1,1,2,1,1,1,1,1,1,1,1,4,1,4,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,2,2,4,5,1,4,1,1,5,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 4, 0, 0, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 9, 15, 2000, 9, 15, 2000, 8, 14, 1500, 7, 12, 1000, 9, 15, 2000, 6, 10, 500, 6, 10, 500, 7, 12, 1000, 7, 12, 1000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 9, 15, 2000, 6, 10, 500, 8, 14, 1500, 8, 14, 1500, 6, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 3, 15, 2000, 3, 15, 2000, 1, 12, 1000, 2, 14, 1500, 3, 15, 2000, 0, 10, 500, 0, 10, 500, 2, 14, 1500, 2, 14, 1500, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 3, 15, 2000, 0, 10, 500, 1, 12, 1000, 1, 12, 1000, 0, 10, 500,  0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0, 0 , 0, 0,2,2,2,2,2,2,3,3,3,3,3,3,4,4,4,4,4,4,5,5,5,5,5,5,5,2,3,2,4,1,1,4,1,5,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
